station_id,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,directions,Category,LRS ID,LRS Loc Pt,latitude,longitude,Latest,Latest Date
6760,Saint Louis,-,Other Principal Arterial,R,US 53,,,,"CSAH65 (BISS RD), NW OF VIRGINIA",2-WAY,NB/SB,Two-Way Roadway,0200000000000053-I,81.3560299,47.6711292,-92.6469513,3421,11/11/2025
6763,Saint Louis,-,Other Principal Arterial,R,US 53,,,SOUTH OF,"N MOON LAKE DR, S OF EVELETH",2-WAY,NB/SB,Two-Way Roadway,0200000000000053-I,55.2068396,47.38640233,-92.51695082,4866,11/23/2025
6765,Itasca,-,Other Principal Arterial,R,US 2,,,,MN 65,2-WAY,EB/WB,Two-Way Roadway,0200000000000002-I,201.9846074,47.09553797,-93.21398366,2749,11/23/2025
6767,Aitkin,-,Minor Arterial,R,MN 65,,,NORTH OF,"CSAH2, N OF MCGRATH",2-WAY,NB/SB,Two-Way Roadway,0300000000000065-I,97.9222139,46.34165884,-93.26191,2839,11/23/2025
6772,Cass,-,Other Principal Arterial,R,MN 371,,,SOUTH OF,64TH ST NW,2-WAY,NB/SB,Two-Way Roadway,0300000000000371-I,80.8186195,47.03832532,-94.54010436,2923,11/23/2025
67740,Olmsted,Oronoco,Freeway & Expressway,R,US 52,,,NORTH OF,"CSAH12 (100TH ST NW), S OF ORONOCO",2-WAY,NB/SB,Two-Way Roadway,0200000000000052-I,65.4052603,44.1551684,-92.5344276,32616,11/24/2025
6775,Benton,-,Other Principal Arterial,R,US 10,,,SOUTH OF,"CR40 (155TH ST NW), N OF RICE",2-WAY,NB/SB,Two-Way Roadway,0200000000000010-I,162.9948521,45.781448,-94.2479805,11829,11/23/2025
6776,Stearns,-,Interstate,R,I 94,,,EAST OF,CR 186,2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,128.4290758,45.71294,-94.930201,24501,1/1/2024
6780,Mille Lacs,-,Other Principal Arterial,R,US 169,,,NORTH OF,"CSAH22 (350TH ST), S OF ONAMIA",2-WAY,NB/SB,Two-Way Roadway,0200000000000169-I,208.9953433,46.0599933,-93.6622345,6530,2/17/2025
6781,Wright,-,Interstate,R,I 94,,,,"CSAH8, SE OF CLEARWATER",2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,183.0063141,45.3750125,-93.9944065,42028,11/11/2025
6782,Wright,Otsego,Interstate,U,I 94,,,NW OF,CSAH19 (LA BEAUX AVE) IN OTSEGO,2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,200.7625969,45.24912621,-93.68516787,65079,1/1/2024
6783,Chisago,Wyoming,Other Principal Arterial,U,US 8,,,EAST OF,"MSAS121 (GREENWAY RD), N OF FOREST LAKE",2-WAY,NB/SB,Two-Way Roadway,0200000000000008-I,2.2774332,45.30226179,-92.96829256,19624,1/1/2024
6786,Dakota,Lakeville,Interstate,U,I 35,,,SOUTH OF,MSAS101 (CRYSTAL LAKE RD W) IN BURNSVILLE,2-WAY,NB/SB,Two-Way Roadway,0100000000000035-I,86.8172009,44.71671225,-93.28269573,88093,11/5/2025
6788,Scott,-,Other Principal Arterial,R,US 169,,,WEST OF,"CR59 (DELAWARE AVE), W OF JORDAN",2-WAY,NB/SB,Two-Way Roadway,0200000000000169-I,95.8869654,44.65684449,-93.67574351,27660,1/1/2024
6790,Anoka,Ramsey,Other Principal Arterial,U,US 10,,,,MSAS112 (153RD AVE NW) IN RAMSEY,2-WAY,EB/WB,Two-Way Roadway,0200000000000010-I,220.1107654,45.24672698,-93.50365723,36930,11/21/2025
69377,Saint Louis,-,Other Principal Arterial,R,US 53,,,SOUTH OF,"CSAH59 (MELRUDE RD), S OF EVELETH",2-WAY,NB/SB,Two-Way Roadway,0200000000000053-I,42.0842928,47.2112358,-92.4880457,7673,10/29/2025
70413,Hennepin,Maple Grove,Freeway & Expressway,U,MN 610,,,WEST OF,MSAS 106 (Maple Grove Pkwy),2-WAY,EB/WB,Two-Way Roadway,0300000000000610-I,1.2957674,45.13755563,-93.47920708,23363,1/1/2024
720,Cass,-,Minor Arterial,R,MN 200,,,EAST OF,MN 84,2-WAY,EB/WB,Two-Way Roadway,0300000000000200-I,144.4286583,47.05231276,-94.20796972,1725,10/27/2025
770,Cass,-,Other Principal Arterial,R,US 2,,,EAST OF,CSAH 206 (N 2ND ST),2-WAY,EB/WB,Two-Way Roadway,0200000000000002-I,131.2523018,47.3801422,-94.5868987,3903,10/31/2025
797,Chippewa,-,Other Principal Arterial,R,MN 23,,,NE OF,CR 3 (80TH AVE SE),2-WAY,NB/SB,Two-Way Roadway,0300000000000023-I,116.9821441,44.92852694,-95.42229481,3296,11/24/2025
816,Chippewa,-,Other Principal Arterial,R,MN 7,,,WEST OF,T 113 (100TH AVE SE),2-WAY,EB/WB,Two-Way Roadway,0300000000000007-I,89.029735,44.9490283,-95.4092991,3498,10/31/2025
876,Chisago,Harris,Interstate,R,I 35,,,SOUTH OF,CSAH 1 (W 4TH ST),2-WAY,NB/SB,Two-Way Roadway,0100000000000035-I,157.2273498,45.6428912,-92.9921802,29374,9/29/2025
949,Clay,-,Interstate,U,I 94,,,WEST OF,"MN336, E OF MOORHEAD",2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,5.5056446,46.84710776,-96.66483213,33889,10/31/2025
9817,Polk,-,Major Collector,R,CSAH 14,,,NORTH OF,T 94 (320TH ST SW),2-WAY,NB/SB,Two-Way Roadway,0400006595050014-I,14.7067536,47.70705987,-96.63181077,439,1/1/2024
9819,Crow Wing,-,Minor Arterial,R,CSAH 1,,,WEST OF,CR 134 (NE OF ARROWHEAD LAKE),2-WAY,EB/WB,Two-Way Roadway,0400006594630001-I,8.0794601,46.7380887,-94.1964052,1124,1/1/2024
9823,Saint Louis,Duluth,Interstate,U,I 535,,,SW OF,MSAS149 (GARFIELD AVE) IN DULUTH,2-WAY,NB/SB,Two-Way Roadway,0100000000000535-I,1.0846904,46.7612761,-92.1147826,18704,8/10/2025
9824,Saint Louis,Duluth,Interstate,U,I 35,,,NORTH OF,GARFIELD AVE IN DULUTH,2-WAY,NB/SB,Two-Way Roadway,0100000000000035-I,255.8619947,46.771031,-92.116171,53464,11/11/2025
9827,Saint Louis,Duluth,Other Principal Arterial,U,US 53,,,,CSAH6 (MAPLE GROVE RD) IN DULUTH,2-WAY,NB/SB,Two-Way Roadway,0200000000000053-I,5.9945798,46.806545,-92.159798,25655,1/1/2024
9830,Watonwan,-,Other Principal Arterial,R,MN 60,,,WEST OF,MN 4,2-WAY,EB/WB,Two-Way Roadway,0300000000000060-I,64.8209331,43.96476118,-94.67938905,6319,6/4/2025
9831,Renville,-,Other Principal Arterial,R,US 212,,,EAST OF,MN 23,2-WAY,EB/WB,Two-Way Roadway,0200000000000212-I,52.3901085,44.79612656,-95.48253933,2375,1/1/2024
9832,Steele,-,Interstate,R,I 35,,,NORTH OF,"CSAH9, N OF OWATONNA",2-WAY,NB/SB,Two-Way Roadway,0100000000000035-I,46.4342043,44.1503836,-93.2571535,29882,11/11/2025
9833,Freeborn,-,Interstate,R,I 90,,,,MN 13,2-WAY,EB/WB,Two-Way Roadway,0100000000000090-I,153.528173,43.67984865,-93.4386816,9647,1/1/2024
9834,Ramsey,Saint Paul,Interstate,U,I 94,,,WEST OF,VICTORIA ST IN ST PAUL,2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,240.5641811,44.9516134,-93.1368771,155938,10/21/2025
9836,Ramsey,Saint Paul,Interstate,U,I 35E,,,SOUTH OF,MSAS109 (E ARLINGTON AVE) IN ST PAUL,2-WAY,NB/SB,Two-Way Roadway,0100000000000035EI,109.4758434,44.9782682,-93.0885869,195664,11/11/2025
9843,Hennepin,Bloomington,Interstate,U,I 35W,,,NORTH OF,MN RIVER BRIDGE IN BLOOMINGTON,2-WAY,NB/SB,Two-Way Roadway,0100000000000035WI,4.6258077,44.80295288,-93.29025865,86346,11/10/2025
9846,Hennepin,Bloomington,Interstate,U,I 494,,,WEST OF,I-35W IN BLOOMINGTON,2-WAY,EB/WB,Two-Way Roadway,0100000000000494-I,5.2008107,44.86190939,-93.30381661,145668,1/1/2024
9849,Hennepin,Minneapolis,Interstate,U,I 394,,,EAST OF,MN 100,2-WAY,EB/WB,Two-Way Roadway,0100000000000394-I,7.2262922,44.97000365,-93.31430959,130231,11/11/2025
9851,Hennepin,Minneapolis,Interstate,U,I 35W,,,SOUTH OF,CSAH  (E Franklin Ave),2-WAY,NB/SB,Two-Way Roadway,0100000000000035WI,16.6396315,44.962498,-93.269253,107980,11/11/2025
9853,Anoka,Blaine,Interstate,U,I 35W,,,WEST OF,CR53 (SUNSET AVE NE) IN BLAINE,2-WAY,NB/SB,Two-Way Roadway,0100000000000035WI,34.6825423,45.16758705,-93.14470977,39083,7/4/2025
9858,Washington,Oakdale,Interstate,U,I 694,,,SOUTH OF,CSAH35 (50TH ST N) IN OAKDALE,2-WAY,NB/SB,Two-Way Roadway,0100000000000694-I,53.1215325,45.0187283,-92.9593168,74305,1/1/2024
9859,Hennepin,Maple Grove,Interstate,U,I 94,,,SOUTH OF,CR30 (93RD AVE N) IN MAPLE GROVE,2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,215.1941515,45.1147653,-93.4761883,128245,11/10/2025
9861,Washington,Woodbury,Interstate,U,I 94,,,WEST OF,MSAS127 (COTTAGE GROVE DR) IN WOODBURY,2-WAY,EB/WB,Two-Way Roadway,0100000000000094-I,253.2609272,44.9484531,-92.8836404,87516,11/11/2025
9867,Anoka,Ham Lake,Other Principal Arterial,U,MN 65,,,SOUTH OF,CSAH116 (BUNKER LAKE BLVD NE) IN HAM LAKE,2-WAY,NB/SB,Two-Way Roadway,0300000000000065-I,16.71329,45.2158156,-93.23433962,48973,1/1/2024
9871,Dakota,-,Other Principal Arterial,R,US 52,,,NORTH OF,"180TH ST E, S OF COATES",2-WAY,NB/SB,Two-Way Roadway,0200000000000052-I,112.2706234,44.688779,-93.0207895,30896,11/11/2025
9875,Washington,Scandia,Minor Arterial,R,MN 97,,,EAST OF,CSAH1 (LOFTON AVE N),2-WAY,NB/SB,Two-Way Roadway,0300000000000097-I,8.8467871,45.25402181,-92.85986517,5021,1/18/2025
9883,Hennepin,Saint Louis Park,Freeway & Expressway,U,US 169,,,NORTH OF,MSAS296 (CEDAR LAKE RD) IN ST LOUIS PARK,2-WAY,NB/SB,Two-Way Roadway,0200000000000169-I,126.8815946,44.9616177,-93.4006103,97735,11/11/2025
9885,Hennepin,Orono,Minor Arterial,U,CSAH 15,,,,SPATES AVE IN ORONO,2-WAY,EB/WB,Two-Way Roadway,0400006594720015-I,10.9094274,44.95415711,-93.57233372,13758,1/1/2024
9888,Scott,-,Minor Arterial,R,CSAH 23,,,SOUTH OF,CSAH 68 S OF PRIOR LAKE,2-WAY,NB/SB,Two-Way Roadway,0400006595140023-I,8.7942678,44.67113418,-93.43995539,3813,11/19/2025
9892,Dakota,Burnsville,Other Principal Arterial,U,CSAH 42,,,WEST OF,MSAS101 (PORTLAND AVE) IN BURNSVILLE,2-WAY,EB/WB,Two-Way Roadway,0400006594640042-I,2.9624904,44.74021,-93.270792,24798,1/1/2024
9893,Anoka,Blaine,Other Principal Arterial,U,CSAH 14,,,WEST OF,CSAH17 (LEXINGTON AVE NE) IN BLAINE,2-WAY,EB/WB,Two-Way Roadway,0400006594470014-I,10.0910081,45.19678061,-93.17692592,14295,11/23/2025
9907,Carver,Chaska,Major Collector,U,MSAS 108,,,WEST OF,VILLAGE RD,2-WAY,EB/WB,Two-Way Roadway,0500023938090108-I,1.2526982,44.8196912,-93.609134,9781,10/6/2025
9909,Dakota,Hastings,Major Collector,U,MSAS 128,,,WEST OF,MSAS122 (PINE ST) IN HASTINGS,2-WAY,EB/WB,Two-Way Roadway,0500023943200128-I,1.4397299,44.7312426,-92.8646645,3542,11/23/2025
9912,Ramsey,Maplewood,Minor Arterial,U,CSAH 20,,,EAST OF,US 61,2-WAY,EB/WB,Two-Way Roadway,0400006595070020-I,0.1365891,45.027997,-93.043628,22390,9/16/2025
